cluster_id,violations,peak_hour_ratio,junction_ratio,active_days,active_weeks,approval_ratio,repeat_offender_ratio,cluster_congestion_proxy,recent_7_day_violations,prev_7_day_violations,growth_rate,best_window,center_lat,center_lon,top_violation,top_police_station,top_junction,persistence_score,impact_score,risk_tier,predicted_violations,forecast_margin,forecast_confidence,latest_violations,expected_increase_pct,forecast_risk,recommended_resources,why_ranked
5113,725,0.07310344827586207,1.0,92,23,0.3641379310344828,0.1406896551724138,3460.3500000000004,39,63,-0.38095238095238093,01:00 - 04:00,12.998466428413792,77.55295351765517,WRONG PARKING,Malleshwaram,BTP008 - Navarang Theatre,0.696969696969697,46.63199237040957,Medium,15.0,4,73.3,7.0,114.28571428571428,High,1 Traffic Officer,"Ranked #17 because:
• Traffic Obstruction Proxy: 3,460
• 725 total violations
• 7% peak-hour concentration
• Growth Rate: -38.1%"
4879,62,0.9032258064516129,1.0,15,11,0.45161290322580644,0.8064516129032258,336.7199999999999,6,6,0.0,21:00 - 24:00,12.993065791935484,77.55348788225808,WRONG PARKING,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",0.11363636363636363,46.521980517544705,Medium,4.0,1,75.0,6.0,-33.33333333333333,Medium,"1 Traffic Officer, Peak Hour Patrol","Ranked #18 because:
• Traffic Obstruction Proxy: 336
• 62 total violations
• 90% peak-hour concentration
• Growth Rate: 0.0%"
6359,34,1.0,1.0,18,12,0.5882352941176471,0.5588235294117647,204.24,2,0,2.0,19:00 - 22:00,12.977946249999999,77.57770560294117,WRONG PARKING,Upparpet,BTP058 - Subbanna Junction,0.13636363636363635,46.36658496934569,Medium,2.0,1,50.0,1.0,100.0,High,"1 Traffic Officer, Peak Hour Patrol","Ranked #19 because:
• Traffic Obstruction Proxy: 204
• 34 total violations
• 100% peak-hour concentration
• Growth Rate: +200.0%"
5486,1162,0.05421686746987952,0.0,127,23,0.27796901893287435,0.37865748709122204,5288.2,123,54,1.2777777777777777,04:00 - 07:00,13.01191734707401,77.55228675370051,WRONG PARKING,Malleshwaram,No Junction,0.9621212121212122,45.991515262598774,Medium,6.0,2,66.7,36.0,-83.33333333333334,Medium,1 Traffic Officer,"Ranked #20 because:
• Traffic Obstruction Proxy: 5,288
• 1,162 total violations
• 5% peak-hour concentration
• Growth Rate: +127.8%"
4946,556,0.06474820143884892,1.0,84,22,0.3345323741007194,0.34532374100719426,3102.7,26,31,-0.16129032258064516,04:00 - 07:00,12.99745890323741,77.5479579692446,WRONG PARKING,Vijayanagara,BTP205 - Modi Hospital Junction,0.6363636363636364,45.730058341209116,Medium,9.0,2,77.8,10.0,-10.0,Medium,1 Traffic Officer,"Ranked #21 because:
• Traffic Obstruction Proxy: 3,102
• 556 total violations
• 6% peak-hour concentration
• Growth Rate: -16.1%"
1435,23,1.0,1.0,6,4,0.2608695652173913,0.8260869565217391,126.95999999999997,2,0,2.0,21:00 - 24:00,12.96151412173913,77.61567342608696,WRONG PARKING,Ashok Nagar,BTP142 - Lower Agram Road Junction,0.045454545454545456,45.66622611502919,Medium,4.0,1,75.0,3.0,33.33333333333333,High,"1 Traffic Officer, Peak Hour Patrol","Ranked #22 because:
• Traffic Obstruction Proxy: 126
• 23 total violations
• 100% peak-hour concentration
• Growth Rate: +200.0%"
6296,420,0.12380952380952381,1.0,108,23,0.45714285714285713,0.30714285714285716,2171.8900000000003,18,6,2.0,03:00 - 06:00,12.976676725952382,77.57981837238096,WRONG PARKING,Upparpet,BTP044 - Sagar Theatre Junction,0.8181818181818182,45.38283296559817,Medium,3.0,1,66.7,1.0,200.0,High,1 Traffic Officer,"Ranked #23 because:
• Traffic Obstruction Proxy: 2,171
• 420 total violations
• 12% peak-hour concentration
• Growth Rate: +200.0%"
4862,22,0.8636363636363636,1.0,8,7,0.5909090909090909,0.8636363636363636,119.82999999999997,1,1,0.0,19:00 - 22:00,12.99310338181818,77.55447088636366,WRONG PARKING,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",0.06060606060606061,45.157547660956446,Medium,3.0,1,66.7,1.0,200.0,High,"1 Traffic Officer, Peak Hour Patrol","Ranked #24 because:
• Traffic Obstruction Proxy: 119
• 22 total violations
• 86% peak-hour concentration
• Growth Rate: 0.0%"
4189,306,0.3235294117647059,1.0,91,23,0.3888888888888889,0.24836601307189543,1851.27,28,22,0.2727272727272727,22:00 - 25:00,12.95509086633987,77.58558893954248,NO PARKING,Wilson Garden,BTP192 - Urvashi Theater,0.6893939393939394,44.970826060051905,Medium,3.0,1,66.7,16.0,-81.25,Medium,1 Traffic Officer,"Ranked #25 because:
• Traffic Obstruction Proxy: 1,851
• 306 total violations
• 32% peak-hour concentration
• Growth Rate: +27.3%"
1454,20,0.8,1.0,1,1,1.0,0.8,186.76000000000002,20,0,20.0,08:00 - 11:00,12.962029660000002,77.61481131999999,DOUBLE PARKING,Ashok Nagar,BTP142 - Lower Agram Road Junction,0.007575757575757576,44.82109271058003,Medium,0.0,1,50.0,1.0,-100.0,Medium,"1 Traffic Officer, Peak Hour Patrol","Ranked #26 because:
• Traffic Obstruction Proxy: 186
• 20 total violations
• 80% peak-hour concentration
• Growth Rate: +2000.0%"
4176,473,0.080338266384778,1.0,92,22,0.427061310782241,0.16279069767441862,2916.63,21,46,-0.5434782608695652,05:00 - 08:00,12.980764096460305,77.55833863913719,NO PARKING,Magadi Road,BTP010 - Rajajinagar Entrance,0.696969696969697,44.691314659779465,Medium,4.0,1,75.0,5.0,-20.0,Medium,1 Traffic Officer,"Ranked #27 because:
• Traffic Obstruction Proxy: 2,916
• 473 total violations
• 8% peak-hour concentration
• Growth Rate: -54.3%"
2762,106,0.9339622641509434,1.0,33,17,0.3867924528301887,0.25471698113207547,613.8699999999998,7,1,6.0,21:00 - 24:00,12.911330622641508,77.5730895764151,WRONG PARKING,Jayanagara,"BTP117 - 9th Cross, Kanakapura Road",0.25,44.67671678217932,Medium,3.0,1,66.7,2.0,50.0,High,"1 Traffic Officer, Peak Hour Patrol","Ranked #28 because:
• Traffic Obstruction Proxy: 613
• 106 total violations
• 93% peak-hour concentration
• Growth Rate: +600.0%"
6459,151,0.5033112582781457,1.0,56,22,0.5827814569536424,0.6026490066225165,902.06,6,9,-0.3333333333333333,19:00 - 22:00,12.979124986754966,77.5781157807947,NO PARKING,Upparpet,BTP058 - Subbanna Junction,0.42424242424242425,44.52581774123283,Medium,4.0,1,75.0,2.0,100.0,High,"1 Traffic Officer, Peak Hour Patrol","Ranked #29 because:
• Traffic Obstruction Proxy: 902
• 151 total violations
• 50% peak-hour concentration
• Growth Rate: -33.3%"
1561,19,0.8947368421052632,1.0,4,4,0.8421052631578947,0.631578947368421,130.64,3,0,3.0,21:00 - 24:00,12.916914152631579,77.59368042631579,WRONG PARKING,Jayanagara,"BTP179 - 9th Block, 28th Main, Jayanagar",0.030303030303030304,44.312528062187184,Medium,2.0,1,50.0,14.0,-85.71428571428571,Medium,"1 Traffic Officer, Peak Hour Patrol","Ranked #30 because:
• Traffic Obstruction Proxy: 130
• 19 total violations
• 89% peak-hour concentration
• Growth Rate: +300.0%"
2754,16,1.0,1.0,8,5,0.5,0.5625,91.07999999999998,3,11,-0.7272727272727273,21:00 - 24:00,12.909840156249999,77.57301098125001,WRONG PARKING,J.P. Nagar,"BTP117 - 9th Cross, Kanakapura Road",0.06060606060606061,44.280321967975375,Medium,2.0,1,50.0,2.0,0.0,Medium,"1 Traffic Officer, Peak Hour Patrol","Ranked #31 because:
• Traffic Obstruction Proxy: 91
• 16 total violations
• 100% peak-hour concentration
• Growth Rate: -72.7%"
6043,66,0.8787878787878788,1.0,30,18,0.30303030303030304,0.48484848484848486,423.88999999999993,12,4,2.0,20:00 - 23:00,12.977432045454545,77.57886569242426,NO PARKING,Upparpet,BTP044 - Sagar Theatre Junction,0.22727272727272727,44.19902598386373,Medium,2.0,1,50.0,4.0,-50.0,Medium,"1 Traffic Officer, Peak Hour Patrol","Ranked #32 because:
• Traffic Obstruction Proxy: 423
• 66 total violations
• 87% peak-hour concentration
• Growth Rate: +200.0%"
5716,1200,0.020833333333333332,0.0,116,23,0.29583333333333334,0.355,5313.8,128,73,0.7534246575342466,04:00 - 07:00,13.011477588333333,77.554527472,WRONG PARKING,Malleshwaram,No Junction,0.8787878787878788,44.049996040304876,Medium,17.0,1,94.1,11.0,54.54545454545454,High,1 Traffic Officer,"Ranked #33 because:
• Traffic Obstruction Proxy: 5,313
• 1,200 total violations
• 2% peak-hour concentration
• Growth Rate: +75.3%"
6694,312,0.22115384615384615,1.0,91,23,0.48717948717948717,0.33653846153846156,1791.47,15,16,-0.0625,05:00 - 08:00,12.977289260897436,77.57562998589744,WRONG PARKING,Upparpet,BTP040 - Elite Junction,0.6893939393939394,44.00822641891635,Medium,3.0,1,66.7,8.0,-62.5,Medium,1 Traffic Officer,"Ranked #34 because:
• Traffic Obstruction Proxy: 1,791
• 312 total violations
• 22% peak-hour concentration
• Growth Rate: -6.2%"
4029,339,0.1710914454277286,1.0,89,23,0.5545722713864307,0.2713864306784661,2096.45,19,13,0.46153846153846156,05:00 - 08:00,12.979979200030872,77.5546337333112,NO PARKING,Magadi Road,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",0.6742424242424242,43.935304895244776,Medium,5.0,1,80.0,1.0,400.0,High,1 Traffic Officer,"Ranked #35 because:
• Traffic Obstruction Proxy: 2,096
• 339 total violations
• 17% peak-hour concentration
• Growth Rate: +46.2%"
2935,374,0.15775401069518716,1.0,89,22,0.5401069518716578,0.25935828877005346,2173.96,10,20,-0.5,05:00 - 08:00,12.917185043968198,77.57348013475186,NO PARKING,Banashankari,"BTP115 - Sahasra Hospital, Jayanagar",0.6742424242424242,43.849585015849314,Medium,4.0,1,75.0,1.0,300.0,High,1 Traffic Officer,"Ranked #36 because:
• Traffic Obstruction Proxy: 2,173
• 374 total violations
• 15% peak-hour concentration
• Growth Rate: -50.0%"
6382,20,0.95,1.0,8,8,0.4,0.65,123.05,1,1,0.0,19:00 - 22:00,12.978417369999997,77.57870068,NO PARKING,Upparpet,BTP058 - Subbanna Junction,0.06060606060606061,43.80943330220669,Medium,3.0,1,66.7,1.0,200.0,High,"1 Traffic Officer, Peak Hour Patrol","Ranked #37 because:
• Traffic Obstruction Proxy: 123
• 20 total violations
• 95% peak-hour concentration
• Growth Rate: 0.0%"
3463,49,0.8775510204081632,1.0,23,13,0.40816326530612246,0.5102040816326531,337.17999999999995,6,4,0.5,21:00 - 24:00,12.966771991836733,77.56812362857143,NO PARKING,Chamarajpet,BTP085 - Briyand Circle,0.17424242424242425,43.74006963273199,Medium,2.0,1,50.0,2.0,0.0,Medium,"1 Traffic Officer, Peak Hour Patrol","Ranked #38 because:
• Traffic Obstruction Proxy: 337
• 49 total violations
• 87% peak-hour concentration
• Growth Rate: +50.0%"
4892,134,0.5746268656716418,1.0,36,20,0.41044776119402987,0.7611940298507462,688.6199999999999,14,2,6.0,21:00 - 24:00,12.992881705223882,77.55265725671643,WRONG PARKING,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",0.2727272727272727,43.374297188804555,Medium,4.0,1,75.0,8.0,-50.0,Medium,"1 Traffic Officer, Peak Hour Patrol","Ranked #39 because:
• Traffic Obstruction Proxy: 688
• 134 total violations
• 57% peak-hour concentration
• Growth Rate: +600.0%"
6212,405,0.04938271604938271,1.0,100,22,0.5061728395061729,0.345679012345679,2115.77,16,13,0.23076923076923078,03:00 - 06:00,12.97747489654321,77.58030901604938,WRONG PARKING,Upparpet,BTP044 - Sagar Theatre Junction,0.7575757575757576,43.34519099426835,Medium,3.0,1,66.7,1.0,200.0,High,1 Traffic Officer,"Ranked #40 because:
• Traffic Obstruction Proxy: 2,115
• 405 total violations
• 4% peak-hour concentration
• Growth Rate: +23.1%"
6013,44,0.9545454545454546,1.0,21,13,0.22727272727272727,0.45454545454545453,280.59999999999985,5,4,0.25,19:00 - 22:00,12.977467981818181,77.578305425,NO PARKING,Upparpet,BTP044 - Sagar Theatre Junction,0.1590909090909091,43.31890282701573,Medium,2.0,1,50.0,1.0,100.0,High,"1 Traffic Officer, Peak Hour Patrol","Ranked #41 because:
• Traffic Obstruction Proxy: 280
• 44 total violations
• 95% peak-hour concentration
• Growth Rate: +25.0%"
2765,39,0.8717948717948718,1.0,8,4,0.38461538461538464,0.717948717948718,210.68000000000004,2,14,-0.8571428571428571,21:00 - 24:00,12.91063647179487,77.57358637948721,WRONG PARKING,J.P. Nagar,"BTP117 - 9th Cross, Kanakapura Road",0.06060606060606061,43.27031511651092,Medium,5.0,1,80.0,5.0,0.0,Medium,"1 Traffic Officer, Peak Hour Patrol","Ranked #42 because:
• Traffic Obstruction Proxy: 210
• 39 total violations
• 87% peak-hour concentration
• Growth Rate: -85.7%"
3929,17,0.8823529411764706,1.0,3,3,0.058823529411764705,0.9411764705882353,140.29999999999998,1,0,1.0,20:00 - 23:00,13.00457741764706,77.55382441764706,WRONG PARKING,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",0.022727272727272728,43.17734625810229,Medium,18.0,7,61.1,1.0,1700.0,High,"1 Traffic Officer, Peak Hour Patrol","Ranked #43 because:
• Traffic Obstruction Proxy: 140
• 17 total violations
• 88% peak-hour concentration
• Growth Rate: +100.0%"
6619,27,0.8888888888888888,1.0,11,7,0.6666666666666666,0.5185185185185185,165.14000000000001,4,0,4.0,19:00 - 22:00,12.977581385185184,77.57702232592592,NO PARKING,Upparpet,BTP040 - Elite Junction,0.08333333333333333,43.149533467572745,Medium,3.0,1,66.7,3.0,0.0,Medium,"1 Traffic Officer, Peak Hour Patrol","Ranked #44 because:
• Traffic Obstruction Proxy: 165
• 27 total violations
• 88% peak-hour concentration
• Growth Rate: +400.0%"
6080,28,0.8571428571428571,1.0,20,12,0.25,0.6785714285714286,178.94000000000003,4,2,1.0,19:00 - 22:00,12.978049128571428,77.57832461071429,NO PARKING,Upparpet,BTP058 - Subbanna Junction,0.15151515151515152,43.12105875066061,Medium,2.0,1,50.0,2.0,0.0,Medium,"1 Traffic Officer, Peak Hour Patrol","Ranked #45 because:
• Traffic Obstruction Proxy: 178
• 28 total violations
• 85% peak-hour concentration
• Growth Rate: +100.0%"
6058,11,0.8181818181818182,1.0,2,2,0.6363636363636364,0.8181818181818182,70.84,2,0,2.0,21:00 - 24:00,12.978994527272727,77.58088892727272,NO PARKING,Upparpet,BTP058 - Subbanna Junction,0.015151515151515152,43.10320962557123,Medium,2.0,1,50.0,9.0,-77.77777777777779,Medium,"1 Traffic Officer, Peak Hour Patrol","Ranked #46 because:
• Traffic Obstruction Proxy: 70
• 11 total violations
• 81% peak-hour concentration
• Growth Rate: +200.0%"
4960,589,0.059422750424448216,1.0,59,20,0.40407470288624786,0.3073005093378608,3152.84,6,93,-0.9354838709677419,02:00 - 05:00,12.984333882682511,77.60273677894736,WRONG PARKING,Shivajinagar,BTP211 - Central Street Junction,0.44696969696969696,42.99181934762351,Medium,4.0,1,75.0,3.0,33.33333333333333,High,1 Traffic Officer,"Ranked #47 because:
• Traffic Obstruction Proxy: 3,152
• 589 total violations
• 5% peak-hour concentration
• Growth Rate: -93.5%"
6081,17,0.9411764705882353,1.0,13,9,0.5294117647058824,0.47058823529411764,107.86999999999999,2,3,-0.3333333333333333,19:00 - 22:00,12.978025611764707,77.5784944235294,NO PARKING,Upparpet,BTP058 - Subbanna Junction,0.09848484848484848,42.98091054272979,Medium,2.0,1,50.0,2.0,0.0,Medium,"1 Traffic Officer, Peak Hour Patrol","Ranked #48 because:
• Traffic Obstruction Proxy: 107
• 17 total violations
• 94% peak-hour concentration
• Growth Rate: -33.3%"
6704,151,0.9205298013245033,1.0,26,13,0.026490066225165563,0.24503311258278146,825.0099999999998,23,6,2.8333333333333335,19:00 - 22:00,12.963751167549669,77.57671866821191,WRONG PARKING,City Market,BTP082 - KR Market Junction,0.19696969696969696,42.73206239638551,Medium,7.0,1,85.7,6.0,16.666666666666664,High,"1 Traffic Officer, Peak Hour Patrol","Ranked #49 because:
• Traffic Obstruction Proxy: 825
• 151 total violations
• 92% peak-hour concentration
• Growth Rate: +283.3%"
4916,17,0.9411764705882353,1.0,6,6,0.17647058823529413,0.7058823529411765,95.67999999999999,6,1,5.0,21:00 - 24:00,12.993036552941176,77.55382224705882,WRONG PARKING,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",0.045454545454545456,42.71492941575074,Medium,3.0,1,66.7,1.0,200.0,High,"1 Traffic Officer, Peak Hour Patrol","Ranked #50 because:
• Traffic Obstruction Proxy: 95
• 17 total violations
• 94% peak-hour concentration
• Growth Rate: +500.0%"
4274,18,0.8888888888888888,1.0,9,9,0.3888888888888889,0.6666666666666666,97.51999999999998,2,0,2.0,21:00 - 24:00,12.988802666666666,77.55246307777777,WRONG PARKING,Rajajinagar,"BTP210 - 50th cross, 12th Main , Rajajinagar",0.06818181818181818,42.68889123027383,Medium,2.0,1,50.0,2.0,0.0,Medium,"1 Traffic Officer, Peak Hour Patrol","Ranked #51 because:
• Traffic Obstruction Proxy: 97
• 18 total violations
• 88% peak-hour concentration
• Growth Rate: +200.0%"
2306,267,0.3595505617977528,1.0,56,18,0.44569288389513106,0.40823970037453183,1640.8200000000002,4,1,3.0,19:00 - 22:00,12.924771874963339,77.6186143408221,NO PARKING,Madiwala,BTP137 - Madiwala Traffic PS Junction,0.42424242424242425,42.582259290694374,Medium,3.0,1,66.7,1.0,200.0,High,1 Traffic Officer,"Ranked #52 because:
• Traffic Obstruction Proxy: 1,640
• 267 total violations
• 35% peak-hour concentration
• Growth Rate: +300.0%"
4686,443,0.02708803611738149,1.0,86,22,0.4604966139954853,0.2686230248306998,2581.75,4,43,-0.9069767441860465,05:00 - 08:00,12.971440123250563,77.59773868442437,NO PARKING,Cubbon Park,BTP063 - Siddalingaiah Circle,0.6515151515151515,42.55570315203515,Medium,6.0,1,83.3,1.0,500.0,High,1 Traffic Officer,"Ranked #53 because:
• Traffic Obstruction Proxy: 2,581
• 443 total violations
• 2% peak-hour concentration
• Growth Rate: -90.7%"
5995,37,0.972972972972973,1.0,8,6,0.2702702702702703,0.43243243243243246,327.52,3,4,-0.25,19:00 - 22:00,12.96456791891892,77.57380294324325,PARKING IN A MAIN ROAD,City Market,"BTP083 - AS Char Street, Mysore Road",0.06060606060606061,42.43021574764144,Medium,4.0,1,75.0,2.0,100.0,High,"1 Traffic Officer, Peak Hour Patrol","Ranked #54 because:
• Traffic Obstruction Proxy: 327
• 37 total violations
• 97% peak-hour concentration
• Growth Rate: -25.0%"
6367,329,0.23100303951367782,1.0,84,22,0.4072948328267477,0.3221884498480243,1700.8500000000001,16,12,0.3333333333333333,02:00 - 05:00,12.975729540425535,77.57593675744681,WRONG PARKING,Upparpet,BTP040 - Elite Junction,0.6363636363636364,42.42999878589583,Medium,6.0,1,83.3,3.0,100.0,High,1 Traffic Officer,"Ranked #55 because:
• Traffic Obstruction Proxy: 1,700
• 329 total violations
• 23% peak-hour concentration
• Growth Rate: +33.3%"
6396,17,0.8235294117647058,1.0,11,7,0.7058823529411765,0.5882352941176471,99.35999999999999,1,0,1.0,19:00 - 22:00,12.978050411764706,77.5774226529412,WRONG PARKING,Upparpet,BTP058 - Subbanna Junction,0.08333333333333333,42.4184977269122,Medium,2.0,1,50.0,1.0,100.0,High,"1 Traffic Officer, Peak Hour Patrol","Ranked #56 because:
• Traffic Obstruction Proxy: 99
• 17 total violations
• 82% peak-hour concentration
• Growth Rate: +100.0%"
